clinic_id,month,total_visits,available_doctors,available_nurses,available_beds,power_availability_days,rainfall_mm,avg_temperature_c,source
NGA-029647,2023-06,59,1,1,5,22,183.9,27.6,synthetic_ng_v1
NGA-029647,2023-07,59,1,1,5,27,161.3,27.3,synthetic_ng_v1
NGA-029647,2023-08,51,1,1,5,20,194.0,30.7,synthetic_ng_v1
NGA-029647,2023-09,41,1,1,5,21,132.5,27.9,synthetic_ng_v1
NGA-029647,2023-10,41,1,1,5,24,91.0,26.8,synthetic_ng_v1
NGA-029647,2023-11,48,1,1,5,24,52.8,28.4,synthetic_ng_v1
NGA-029647,2023-12,39,1,1,5,25,157.9,28.4,synthetic_ng_v1
NGA-029647,2024-01,42,1,1,5,20,46.8,30.4,synthetic_ng_v1
NGA-029647,2024-02,52,1,1,5,20,86.7,27.9,synthetic_ng_v1
NGA-029647,2024-03,61,1,1,5,18,127.3,26.8,synthetic_ng_v1
NGA-029647,2024-04,53,1,1,5,17,103.8,27.1,synthetic_ng_v1
NGA-029647,2024-05,56,1,1,5,19,86.2,29.7,synthetic_ng_v1
NGA-029647,2024-06,51,1,1,5,28,164.4,24.4,synthetic_ng_v1
NGA-029647,2024-07,57,1,1,5,28,147.9,28.4,synthetic_ng_v1
NGA-029647,2024-08,50,1,1,5,24,17.9,26.8,synthetic_ng_v1
NGA-029647,2024-09,47,1,1,5,26,154.9,29.2,synthetic_ng_v1
NGA-029647,2024-10,39,1,1,5,25,28.9,27.3,synthetic_ng_v1
NGA-029647,2024-11,30,1,1,5,24,108.2,29.4,synthetic_ng_v1
NGA-029647,2024-12,34,1,1,5,21,47.1,30.8,synthetic_ng_v1
NGA-035668,2020-01,55,1,3,11,28,54.5,30.0,synthetic_ng_v1
NGA-035668,2020-02,72,1,3,11,26,42.9,30.7,synthetic_ng_v1
NGA-035668,2020-03,69,1,3,11,25,50.6,26.8,synthetic_ng_v1
NGA-035668,2020-04,69,1,3,11,28,54.0,29.1,synthetic_ng_v1
NGA-035668,2020-05,62,1,3,11,21,74.6,28.5,synthetic_ng_v1
NGA-035668,2020-06,62,1,3,11,12,57.3,28.2,synthetic_ng_v1
NGA-035668,2020-07,61,1,3,11,30,83.1,29.0,synthetic_ng_v1
NGA-035668,2020-08,59,1,3,11,27,110.7,30.5,synthetic_ng_v1
NGA-035668,2020-09,56,1,3,11,25,113.1,30.1,synthetic_ng_v1
NGA-035668,2020-10,49,1,3,11,30,31.7,30.8,synthetic_ng_v1
NGA-035668,2020-11,51,1,3,11,28,42.3,32.5,synthetic_ng_v1
NGA-035668,2020-12,58,1,3,11,15,0.2,31.0,synthetic_ng_v1
NGA-035668,2021-01,46,1,3,11,20,38.5,32.0,synthetic_ng_v1
NGA-035668,2021-02,61,1,3,11,22,39.9,29.9,synthetic_ng_v1
NGA-035668,2021-03,68,1,3,11,28,77.5,31.7,synthetic_ng_v1
NGA-035668,2021-04,63,1,3,11,15,58.2,29.6,synthetic_ng_v1
NGA-035668,2021-05,60,1,3,11,23,48.2,28.1,synthetic_ng_v1
NGA-035668,2021-06,68,1,3,11,26,117.1,31.5,synthetic_ng_v1
NGA-035668,2021-07,50,1,3,11,19,70.9,30.4,synthetic_ng_v1
NGA-035668,2021-08,65,1,3,11,28,76.5,30.6,synthetic_ng_v1
NGA-035668,2021-09,57,1,3,11,22,119.1,28.0,synthetic_ng_v1
NGA-035668,2021-10,49,1,3,11,28,74.0,33.0,synthetic_ng_v1
NGA-035668,2021-11,50,1,3,11,19,22.8,31.6,synthetic_ng_v1
NGA-035668,2021-12,38,1,3,11,22,34.3,33.2,synthetic_ng_v1
NGA-035668,2022-01,53,1,3,11,24,43.6,28.6,synthetic_ng_v1
NGA-035668,2022-02,58,1,3,11,17,31.9,31.6,synthetic_ng_v1
NGA-035668,2022-03,67,1,3,11,17,46.3,28.8,synthetic_ng_v1
NGA-035668,2022-04,68,1,3,11,16,52.8,29.9,synthetic_ng_v1
NGA-035668,2022-05,58,1,3,11,20,11.1,30.6,synthetic_ng_v1
NGA-035668,2022-06,68,1,3,11,21,58.7,29.6,synthetic_ng_v1
NGA-035668,2022-07,57,1,3,11,25,58.6,32.0,synthetic_ng_v1
NGA-035668,2022-08,55,1,3,11,25,46.0,26.7,synthetic_ng_v1
NGA-035668,2022-09,62,1,3,11,20,0.8,28.9,synthetic_ng_v1
NGA-035668,2022-10,57,1,3,11,28,10.5,27.1,synthetic_ng_v1
NGA-035668,2022-11,40,1,3,11,26,24.8,28.7,synthetic_ng_v1
NGA-035668,2022-12,48,1,3,11,30,8.1,29.4,synthetic_ng_v1
NGA-035668,2023-01,51,1,3,11,30,37.5,32.3,synthetic_ng_v1
NGA-035668,2023-02,66,1,3,11,17,35.7,33.6,synthetic_ng_v1
NGA-035668,2023-03,59,1,3,11,23,20.7,30.2,synthetic_ng_v1
NGA-035668,2023-04,64,1,3,11,27,21.3,30.6,synthetic_ng_v1
NGA-035668,2023-05,67,1,3,11,20,37.1,31.1,synthetic_ng_v1
NGA-035668,2023-06,62,1,3,11,22,96.6,35.2,synthetic_ng_v1
NGA-035668,2023-07,59,1,3,11,21,95.1,31.6,synthetic_ng_v1
NGA-035668,2023-08,58,1,3,11,22,88.2,28.3,synthetic_ng_v1
NGA-035668,2023-09,45,1,3,11,16,101.9,28.8,synthetic_ng_v1
NGA-035668,2023-10,45,1,3,11,23,17.1,27.4,synthetic_ng_v1
NGA-035668,2023-11,58,1,3,11,22,25.5,28.5,synthetic_ng_v1
NGA-035668,2023-12,48,1,3,11,22,45.9,30.0,synthetic_ng_v1
NGA-035668,2024-01,54,1,3,11,20,40.9,31.2,synthetic_ng_v1
NGA-035668,2024-02,60,1,3,11,27,5.5,30.4,synthetic_ng_v1
NGA-035668,2024-03,63,1,3,11,24,63.2,28.2,synthetic_ng_v1
NGA-035668,2024-04,69,1,3,11,24,34.5,29.8,synthetic_ng_v1
NGA-035668,2024-05,60,1,3,11,27,56.7,30.0,synthetic_ng_v1
NGA-035668,2024-06,76,1,3,11,28,95.0,28.5,synthetic_ng_v1
NGA-035668,2024-07,67,1,3,11,21,68.3,25.6,synthetic_ng_v1
NGA-035668,2024-08,60,1,3,11,28,88.6,30.5,synthetic_ng_v1
NGA-035668,2024-09,56,1,3,11,30,108.5,31.8,synthetic_ng_v1
NGA-035668,2024-10,59,1,3,11,21,49.6,29.4,synthetic_ng_v1
NGA-035668,2024-11,48,1,3,11,24,39.2,31.6,synthetic_ng_v1
NGA-035668,2024-12,42,1,3,11,26,36.2,32.9,synthetic_ng_v1
NGA-038310,2020-01,38,0,5,15,23,32.8,33.6,synthetic_ng_v1
NGA-038310,2020-02,52,0,5,15,23,64.4,31.4,synthetic_ng_v1
NGA-038310,2020-03,59,0,5,15,28,52.2,28.9,synthetic_ng_v1
NGA-038310,2020-04,62,0,5,15,23,39.7,30.3,synthetic_ng_v1
NGA-038310,2020-05,60,0,5,15,26,23.0,26.8,synthetic_ng_v1
NGA-038310,2020-06,61,0,5,15,22,86.4,30.8,synthetic_ng_v1
NGA-038310,2020-07,64,0,5,15,22,70.6,29.0,synthetic_ng_v1
NGA-038310,2020-08,50,0,5,15,17,20.0,31.0,synthetic_ng_v1
NGA-038310,2020-09,47,0,5,15,25,59.0,25.8,synthetic_ng_v1
NGA-038310,2020-10,52,0,5,15,29,4.5,31.7,synthetic_ng_v1
NGA-038310,2020-11,54,0,5,15,29,41.4,30.1,synthetic_ng_v1
NGA-038310,2020-12,47,0,5,15,24,53.0,28.1,synthetic_ng_v1
NGA-038310,2021-01,51,0,5,15,30,8.9,30.9,synthetic_ng_v1
NGA-038310,2021-02,56,0,5,15,23,58.1,30.4,synthetic_ng_v1
NGA-038310,2021-03,63,0,5,15,29,23.8,28.1,synthetic_ng_v1
NGA-038310,2021-04,59,0,5,15,23,21.1,31.9,synthetic_ng_v1
NGA-038310,2021-05,63,0,5,15,24,42.9,32.0,synthetic_ng_v1
NGA-038310,2021-06,68,0,5,15,20,81.3,31.2,synthetic_ng_v1
NGA-038310,2021-07,50,0,5,15,17,86.1,31.4,synthetic_ng_v1
NGA-038310,2021-08,56,0,5,15,16,109.1,30.6,synthetic_ng_v1
NGA-038310,2021-09,49,0,5,15,23,55.7,32.8,synthetic_ng_v1
NGA-038310,2021-10,44,0,5,15,20,53.7,28.2,synthetic_ng_v1
NGA-038310,2021-11,50,0,5,15,17,48.4,27.3,synthetic_ng_v1
NGA-038310,2021-12,41,0,5,15,16,27.0,29.2,synthetic_ng_v1
NGA-038310,2022-01,56,0,5,15,20,35.9,31.9,synthetic_ng_v1
NGA-038310,2022-02,55,0,5,15,30,25.7,28.6,synthetic_ng_v1
NGA-038310,2022-03,64,0,5,15,29,27.7,29.7,synthetic_ng_v1
NGA-038310,2022-04,52,0,5,15,24,23.7,29.9,synthetic_ng_v1
NGA-038310,2022-05,62,0,5,15,28,35.2,30.0,synthetic_ng_v1
NGA-038310,2022-06,54,0,5,15,26,62.1,29.6,synthetic_ng_v1
NGA-038310,2022-07,49,0,5,15,20,89.7,29.8,synthetic_ng_v1
NGA-038310,2022-08,48,0,5,15,30,115.4,29.7,synthetic_ng_v1
NGA-038310,2022-09,39,0,5,15,19,80.7,34.8,synthetic_ng_v1
NGA-038310,2022-10,42,0,5,15,23,55.3,28.3,synthetic_ng_v1
NGA-038310,2022-11,48,0,5,15,23,40.0,28.1,synthetic_ng_v1
NGA-038310,2022-12,37,0,5,15,22,20.9,28.6,synthetic_ng_v1
NGA-038310,2023-01,46,0,5,15,22,29.7,30.2,synthetic_ng_v1
NGA-038310,2023-02,61,0,5,15,26,35.7,28.7,synthetic_ng_v1
NGA-038310,2023-03,58,0,5,15,23,29.0,31.0,synthetic_ng_v1
NGA-038310,2023-04,59,0,5,15,16,59.5,31.0,synthetic_ng_v1
NGA-038310,2023-05,53,0,5,15,27,54.5,29.6,synthetic_ng_v1
NGA-038310,2023-06,56,0,5,15,16,27.4,30.3,synthetic_ng_v1
NGA-038310,2023-07,49,0,5,15,18,110.6,26.2,synthetic_ng_v1
NGA-038310,2023-08,56,0,5,15,29,70.1,29.3,synthetic_ng_v1
NGA-038310,2023-09,44,0,5,15,25,86.9,30.3,synthetic_ng_v1
NGA-038310,2023-10,51,0,5,15,27,48.9,27.8,synthetic_ng_v1
NGA-038310,2023-11,31,0,5,15,25,39.2,29.6,synthetic_ng_v1
NGA-038310,2023-12,48,0,5,15,23,40.5,29.8,synthetic_ng_v1
NGA-038310,2024-01,48,0,5,15,23,34.9,27.7,synthetic_ng_v1
NGA-038310,2024-02,49,0,5,15,28,37.7,30.3,synthetic_ng_v1
NGA-038310,2024-03,57,0,5,15,17,38.6,32.6,synthetic_ng_v1
NGA-038310,2024-04,56,0,5,15,20,27.2,29.3,synthetic_ng_v1
NGA-038310,2024-05,50,0,5,15,19,63.6,27.5,synthetic_ng_v1
NGA-038310,2024-06,55,0,5,15,23,123.8,29.1,synthetic_ng_v1
NGA-038310,2024-07,61,0,5,15,30,43.7,29.5,synthetic_ng_v1
NGA-038310,2024-08,42,0,5,15,20,46.4,31.3,synthetic_ng_v1
NGA-038310,2024-09,46,0,5,15,28,102.6,32.3,synthetic_ng_v1
NGA-038310,2024-10,43,0,5,15,25,33.5,31.5,synthetic_ng_v1
NGA-038310,2024-11,40,0,5,15,28,11.7,30.2,synthetic_ng_v1
NGA-038310,2024-12,49,0,5,15,27,45.6,30.7,synthetic_ng_v1
NGA-026256,2020-01,63,1,5,14,21,25.6,26.8,synthetic_ng_v1
NGA-026256,2020-02,76,1,5,14,16,27.9,28.6,synthetic_ng_v1
NGA-026256,2020-03,73,1,5,14,27,48.4,31.5,synthetic_ng_v1
NGA-026256,2020-04,85,1,5,14,22,32.3,29.7,synthetic_ng_v1
NGA-026256,2020-05,64,1,5,14,25,44.3,29.1,synthetic_ng_v1
NGA-026256,2020-06,77,1,5,14,26,117.1,28.7,synthetic_ng_v1
NGA-026256,2020-07,66,1,5,14,24,83.5,30.2,synthetic_ng_v1
NGA-026256,2020-08,62,1,5,14,29,54.7,29.1,synthetic_ng_v1
NGA-026256,2020-09,63,1,5,14,28,48.4,29.0,synthetic_ng_v1
NGA-026256,2020-10,52,1,5,14,26,44.4,29.5,synthetic_ng_v1
NGA-026256,2020-11,51,1,5,14,27,32.1,31.9,synthetic_ng_v1
NGA-026256,2020-12,45,1,5,14,30,23.2,30.2,synthetic_ng_v1
NGA-026256,2021-01,57,1,5,14,21,40.2,27.2,synthetic_ng_v1
NGA-026256,2021-02,64,1,5,14,24,29.7,28.9,synthetic_ng_v1
NGA-026256,2021-03,74,1,5,14,27,14.1,31.6,synthetic_ng_v1
NGA-026256,2021-04,65,1,5,14,26,12.9,30.6,synthetic_ng_v1
NGA-026256,2021-05,80,1,5,14,30,36.1,29.8,synthetic_ng_v1
NGA-026256,2021-06,76,1,5,14,20,22.1,35.0,synthetic_ng_v1
NGA-026256,2021-07,66,1,5,14,25,101.1,28.0,synthetic_ng_v1
NGA-026256,2021-08,63,1,5,14,28,88.6,30.5,synthetic_ng_v1
NGA-026256,2021-09,63,1,5,14,26,67.0,32.2,synthetic_ng_v1
NGA-026256,2021-10,52,1,5,14,21,26.0,27.9,synthetic_ng_v1
NGA-026256,2021-11,63,1,5,14,23,47.8,32.0,synthetic_ng_v1
NGA-026256,2021-12,63,1,5,14,20,56.5,30.5,synthetic_ng_v1
NGA-026256,2022-01,54,1,5,14,22,35.1,30.3,synthetic_ng_v1
NGA-026256,2022-02,83,1,5,14,20,14.0,31.3,synthetic_ng_v1
NGA-026256,2022-03,78,1,5,14,26,19.7,27.5,synthetic_ng_v1
NGA-026256,2022-04,67,1,5,14,16,37.0,31.1,synthetic_ng_v1
NGA-026256,2022-05,57,1,5,14,24,19.9,26.2,synthetic_ng_v1
NGA-026256,2022-06,73,1,5,14,20,32.3,28.9,synthetic_ng_v1
NGA-026256,2022-07,73,1,5,14,27,81.2,31.8,synthetic_ng_v1
NGA-026256,2022-08,63,1,5,14,26,71.9,30.6,synthetic_ng_v1
NGA-026256,2022-09,62,1,5,14,20,60.1,29.3,synthetic_ng_v1
NGA-026256,2022-10,49,1,5,14,21,34.6,28.7,synthetic_ng_v1
NGA-026256,2022-11,60,1,5,14,20,50.7,30.2,synthetic_ng_v1
NGA-026256,2022-12,52,1,5,14,28,27.6,27.2,synthetic_ng_v1
NGA-026256,2023-01,59,1,5,14,28,29.9,30.1,synthetic_ng_v1
NGA-026256,2023-02,77,1,5,14,22,18.0,31.1,synthetic_ng_v1
NGA-026256,2023-03,80,1,5,14,25,36.0,25.5,synthetic_ng_v1
NGA-026256,2023-04,76,1,5,14,19,59.6,33.7,synthetic_ng_v1
NGA-026256,2023-05,66,1,5,14,18,25.2,30.4,synthetic_ng_v1
NGA-026256,2023-06,72,1,5,14,27,51.7,31.8,synthetic_ng_v1
NGA-026256,2023-07,71,1,5,14,21,31.5,29.4,synthetic_ng_v1
NGA-026256,2023-08,49,1,5,14,20,107.3,32.1,synthetic_ng_v1
NGA-026256,2023-09,56,1,5,14,22,19.0,32.8,synthetic_ng_v1
NGA-026256,2023-10,54,1,5,14,24,60.6,32.5,synthetic_ng_v1
NGA-026256,2023-11,58,1,5,14,30,34.0,30.5,synthetic_ng_v1
NGA-026256,2023-12,59,1,5,14,19,46.9,32.3,synthetic_ng_v1
NGA-026256,2024-01,53,1,5,14,15,31.6,25.0,synthetic_ng_v1
NGA-026256,2024-02,77,1,5,14,24,44.0,30.2,synthetic_ng_v1
NGA-026256,2024-03,65,1,5,14,25,17.0,29.9,synthetic_ng_v1
NGA-026256,2024-04,67,1,5,14,29,36.4,26.8,synthetic_ng_v1
NGA-026256,2024-05,69,1,5,14,28,66.5,29.9,synthetic_ng_v1
NGA-026256,2024-06,72,1,5,14,24,71.1,28.8,synthetic_ng_v1
NGA-026256,2024-07,79,1,5,14,21,48.5,29.7,synthetic_ng_v1
NGA-026256,2024-08,64,1,5,14,23,69.3,33.1,synthetic_ng_v1
NGA-026256,2024-09,68,1,5,14,24,32.4,29.1,synthetic_ng_v1
NGA-026256,2024-10,63,1,5,14,26,39.3,32.8,synthetic_ng_v1
NGA-026256,2024-11,52,1,5,14,22,35.1,34.8,synthetic_ng_v1
NGA-026256,2024-12,53,1,5,14,27,17.8,34.7,synthetic_ng_v1
NGA-009315,2020-01,35,0,4,7,30,54.7,31.4,synthetic_ng_v1
NGA-009315,2020-02,54,0,4,7,16,32.0,29.1,synthetic_ng_v1
NGA-009315,2020-03,49,0,4,7,30,31.9,31.5,synthetic_ng_v1
NGA-009315,2020-04,48,0,4,7,27,29.7,30.2,synthetic_ng_v1
NGA-009315,2020-05,40,0,4,7,25,26.5,32.1,synthetic_ng_v1
NGA-009315,2020-06,48,0,4,7,25,35.2,33.0,synthetic_ng_v1
NGA-009315,2020-07,42,0,4,7,26,66.9,30.0,synthetic_ng_v1
NGA-009315,2020-08,48,0,4,7,23,46.8,30.5,synthetic_ng_v1
NGA-009315,2020-09,46,0,4,7,28,35.1,30.7,synthetic_ng_v1
NGA-009315,2020-10,40,0,4,7,20,38.1,29.8,synthetic_ng_v1
NGA-009315,2020-11,38,0,4,7,20,54.9,29.8,synthetic_ng_v1
NGA-009315,2020-12,43,0,4,7,25,39.0,29.3,synthetic_ng_v1
NGA-009315,2021-01,38,0,4,7,27,49.3,32.8,synthetic_ng_v1
NGA-009315,2021-02,43,0,4,7,22,22.4,29.8,synthetic_ng_v1
NGA-009315,2021-03,49,0,4,7,21,29.4,29.1,synthetic_ng_v1
NGA-009315,2021-04,52,0,4,7,30,53.7,30.4,synthetic_ng_v1
NGA-009315,2021-05,53,0,4,7,25,31.6,30.0,synthetic_ng_v1
NGA-009315,2021-06,52,0,4,7,27,134.3,28.3,synthetic_ng_v1
NGA-009315,2021-07,44,0,4,7,29,24.9,31.5,synthetic_ng_v1
NGA-009315,2021-08,51,0,4,7,18,71.7,26.5,synthetic_ng_v1
NGA-009315,2021-09,41,0,4,7,24,58.0,27.8,synthetic_ng_v1
NGA-009315,2021-10,36,0,4,7,19,28.9,31.5,synthetic_ng_v1
NGA-009315,2021-11,38,0,4,7,28,38.3,31.9,synthetic_ng_v1
NGA-009315,2021-12,34,0,4,7,30,50.1,28.4,synthetic_ng_v1
NGA-009315,2022-01,45,0,4,7,30,55.9,28.7,synthetic_ng_v1
NGA-009315,2022-02,54,0,4,7,27,20.8,29.0,synthetic_ng_v1
NGA-009315,2022-03,51,0,4,7,27,34.9,30.1,synthetic_ng_v1
NGA-009315,2022-04,57,0,4,7,24,16.6,28.4,synthetic_ng_v1
NGA-009315,2022-05,54,0,4,7,25,60.2,31.6,synthetic_ng_v1
NGA-009315,2022-06,45,0,4,7,20,52.0,29.7,synthetic_ng_v1
NGA-009315,2022-07,51,0,4,7,26,82.0,30.4,synthetic_ng_v1
NGA-009315,2022-08,48,0,4,7,23,79.3,31.1,synthetic_ng_v1
NGA-009315,2022-09,40,0,4,7,26,50.2,30.7,synthetic_ng_v1
NGA-009315,2022-10,35,0,4,7,21,36.8,28.8,synthetic_ng_v1
NGA-009315,2022-11,51,0,4,7,26,55.0,32.1,synthetic_ng_v1
NGA-009315,2022-12,41,0,4,7,23,33.2,36.1,synthetic_ng_v1
NGA-009315,2023-01,42,0,4,7,27,30.0,30.7,synthetic_ng_v1
NGA-009315,2023-02,44,0,4,7,25,62.7,30.5,synthetic_ng_v1
